time,predicted,predictedlat,predicted1,predictedlat1,actual
1588437510434,3,4,999,1000,11
1588437519613,3,4,999,1000,7
1588437528737,3,4,10000,10001,7
1588437537919,3,4,10000,10001,9
1588437547042,3,4,10000,10001,13
1588437556228,3,4,10000,10001,7
1588437565418,3,4,10000,10001,6
1588437574570,3,4,10000,10001,28
1588437583739,3,4,10000,10001,16
1588437593773,3,4,10000,10001,7
1588437603980,3,4,10000,10001,13
1588437614337,3,4,10000,10001,9
1588437624497,3,4,10000,10001,16
1588437634600,3,4,10000,10001,8
1588437644795,3,3,10000,10000,8
1588437654799,3,3,10000,10000,8
1588437664774,3,3,10000,10000,7
1588437674856,3,3,10000,10000,7
1588437684881,3,3,10000,10000,8
1588437694861,3,3,10000,10000,6
1588437705033,3,4,10000,10001,10
1588437715429,3,4,10000,10001,10
1588437725517,3,4,10000,10001,7
1588437735464,3,3,10000,10000,6
1588437745346,3,3,10000,10000,11
1588437755193,3,3,10000,10000,23
1588437765131,3,3,10000,10000,13
1588437774892,3,3,10000,10000,6
1588437784753,3,3,10000,10000,8
1588437794706,3,3,10000,10000,8
1588437804743,3,3,10000,10000,7
1588437814875,3,3,10000,10000,7
